,content,replyCount,retweetCount,likeCount,quoteCount,year,month,day
15041,#Merkel erhielt Integrationspreis #Kybele der Deutsch-Türkischen Föderation #DTF http://t.co/oAcuUGZaRZ /ap,4,6,0,0,2013,4,11
15042,Wolfgang #Schäuble fordert schärfere Maßnahmen gegen Steuerbetrug / Steueroasen. http://t.co/BaXc5q8UuK #cdu /ug,5,5,0,0,2013,4,5
15043,"#Schäuble: ""Die Spareinlagen in #Europa sind sicher!"" http://t.co/JLCFW7yAgf #CDU #Zypern #Euro /ap",8,8,0,0,2013,4,2
15044,Die CDU Deutschlands wünscht Ihnen Frohe Ostern /scs http://t.co/QeUIAdiLBn,4,5,0,0,2013,3,31
15045,#Russland darf die Arbeit der #KAS nicht weiter beeinträchtigen! #CDU cc @KASonline http://t.co/ddhd68jLL5 /ap,3,6,3,0,2013,3,26
15046,"#Grüne reden, #CDU macht’s: #Umweltschutz! http://t.co/HGIAseEiZR /ap",5,6,3,0,2013,3,22
15047,Frauen Union zeigt Flagge beim Equal Pay Day: Mütterrente kommt! http://t.co/Trm40K0UgQ #equalpayday #cdu #cdutv /ug,3,8,3,0,2013,3,22
15048,Die Ergebnisse des Koalitionsausschusses im Überblick: http://t.co/MW3SfrVvPy #cdu #csu #fdp /ug,1,8,3,0,2013,3,21
15049,Gutes FAQ zum Finanzhilfeprogramm für Zypern: http://t.co/Il1BSsLFku /ug,3,9,0,0,2013,3,19
15050,Such den #Steinbrück - Eine Bilanz der ersten 100 Tage. #spd #PeerBlog #peersteinbrück http://t.co/t9v1rOHsMr /ug,5,9,0,0,2013,3,19
15051,"#EU-Hilfe für #Zypern sei eine ""Entscheidung für Europa"", so @groehe:  http://t.co/CafNIDcC9g  #CDU /ap",2,3,1,0,2013,3,18
15052,"#EU muss in der Syrien-Frage an einem Strang ziehen, so #Merkel: http://t.co/5XGV9oiapC #CDU #Europa /ap",2,3,0,0,2013,3,15
15053,Steinbrücks Unentschieden. http://t.co/x220AE0BwM #spd #steinbrück #peersteinbrück #bvb #s04 /ug,6,7,1,0,2013,3,15
15054,Hermann @groehe: Die CDU Deutschlands gratuliert Papst Franziskus herzlich zu seiner Wahl http://t.co/jlKVzdJ7hp /umg,3,6,2,0,2013,3,14
15055,Solide Finanzen liegen der CDU am Herzen #haushalt2014 /umg http://t.co/TbmBnd7Xdx,8,4,1,0,2013,3,13
15056,Auch ein Beitrag zum Welt-Frauentag... #weltfrauentag #iwd /ug http://t.co/VPscQP6fJX,0,10,2,0,2013,3,8
15057,Die #CDU Deutschlands gratuliert herzlich zum Welt-Frauentag! #weltfrauentag #iwd /ug http://t.co/evophTJzee,2,5,1,0,2013,3,8
15058,Angela Merkel: Energiewende gemeinsam meistern http://t.co/n3MOlIUlMl #cdu /umg,2,3,0,0,2013,3,7
15059,#CDU-Generalsekretär Hermann @groehe ist heute zu Gast in einer Talkrunde beim #DGB. Livestream ab 12 Uhr unter http://t.co/ye19Zeumkw /ap,1,2,2,0,2013,3,6
15060,.@groehe: Bei Diskussion um gleichgeschlechtliche Lebenspartnerschaft gilt der Parteitagsbeschluss! #CDU #cdupt12,4,4,1,0,2013,3,4
15061,Mitmachen! Unter http://t.co/AJuhtpufMn das #Regierungsprogramm der #CDU mitgestalten! #btw13 /ap,3,7,0,0,2013,3,4
15062,Die CDU dankt Papst Benedikt XVI.  für seinen unermüdlichen Einsatz im Dienste des Evangeliums und der Menschen http://t.co/FAy40o4g6i /umg,3,7,0,0,2013,2,28
15063,.@peteraltmaier nutzt Twitter für „Zwiegespräch mit der ganzen Welt“ http://t.co/eceoaH9eRx #cdu /scs,1,3,0,0,2013,2,27
15064,Jetzt beim @teamdeutschland anmelden und Angela #Merkel unterstützen! http://t.co/JWsNgvCCEX #CDU #teAM #btw13 /ap,4,8,1,0,2013,2,26
15065,Gastkommentar von Volker Bouffier in @welt: Sitzenbleiben ist nicht Karriere-Ende #cdu #cdu_hessen http://t.co/txHpCabwpO /scs,3,3,0,0,2013,2,25
15066,CDU-Generalsekretär Hermann @groehe heute um 18.30 Uhr im @swr2 Interview der Woche. Alle Infos dazu hier http://t.co/yyKyPyWfN9 /umg,2,5,0,0,2013,2,23
15067,"""Deutscher Europäer mit marokkanischen Wurzeln"" - Younes Ouaqasse über doppelte Staatsbürgerschaft: http://t.co/yW4wkrOWMQ #CDU #RCDS /ap",4,3,0,0,2013,2,22
15068,"Hermann @groehe bei @ntvde: ""Rot-grüne Steuererhöhungspläne gefährden Arbeitsplätze"" http://t.co/eFpPqabRB9 #cdu /umg",3,5,1,0,2013,2,22
15069,Angela Merkel zum EU-Finanzrahmen 2014 - 2020: Klares Signal für mehr Wachstum und Beschäftigung http://t.co/XaYdFRyWKf #bundestag #eu /umg,2,6,1,0,2013,2,21
15070,@groehe: Rot-Grün steht für schieres Abkassieren von Bürgern  #CDU #Steuern http://t.co/w4263nr3 /scs,1,4,0,0,2013,2,18
15071,"Angela #Merkel: ""Gute Stimmung in der Heimat"" CDU.TV-Bericht vom Politischen Aschermittwoch: http://t.co/QoXrMPsj #cdu /ug",2,8,0,0,2013,2,14
15072,Die Rede von Angela #Merkel auf dem Politischen Aschermittwoch in Demmin in voller Länge: http://t.co/iFIcoOTJ #cdu /ug,1,2,1,0,2013,2,14
15073,Angela #Merkel im CDU.TV-Interview beim Politischen Aschermittwoch in Demmin: http://t.co/exNutYOB #cdu /ug,1,4,3,0,2013,2,13
15074,"@tindrum46 nein, wir haben @Europolitikus nicht geblockt /umg",3,1,0,0,2013,2,13
15075,".@peteraltmaier im #ard Morgenmagazin: 
Strompreise dürfen nicht explodieren http://t.co/NwU1Sfp1 /umg",5,4,0,0,2013,2,13
15076,Pressemitteilung von @groehe: #CDU Deutschlands dankt Benedikt XVI. http://t.co/qPjXugBa /ug,1,8,2,0,2013,2,11
15077,"Hermann @groehe: ""Wir arbeiten dafür, dass es Deutschland weiter gut geht"" http://t.co/pANgLW76 #cdu #union /umg",6,4,1,0,2013,2,11
15078,19:10 Uhr ist #CDU-Generalsekretär Hermann @groehe bei #berlindirekt und berichtet live über die aktuelle politische Lage. #zdf /scs,2,5,0,0,2013,2,10
15079,"Hermann @groehe ist heute 18:30 h bei #BerichtausBerlin zu Gast, um über die aktuelle politische Lage zu berichten. @ARD_BaB #CDU /scs",1,4,0,0,2013,2,10
15080,"""Meine Pläne sind überhaupt nicht jeck!"" @peteraltmaier über die #Strompreisbremse: http://t.co/67OkWsGO #EEG #CDU /ap",4,10,1,0,2013,2,6
15081,"Hermann @groehe: ""Energie muss sauber, sicher und bezahlbar sein"" #cdu http://t.co/rpkpfsxm /umg",4,1,0,0,2013,2,4
15082,"""Wir arbeiten für dieses Land. Wahlkampf steht erst im Sommer an“, so @groehe nach dem Koalitionsausschuss. http://t.co/IQwnJm58 /umg",5,1,0,0,2013,2,1
15083,@groehe anlässlich des Gedenktages: Die Worte der Zeitzeugen dürfen nie verblassen http://t.co/YUczygY8 /scs,2,2,1,0,2013,1,30
15084,"Volker Kauder: ""Leistung muss sich lohnen - und es muss gerecht zugehen"" http://t.co/UGKU8l28 #cdu /umg",3,3,1,0,2013,1,28
15085,@groehe: im #btw13 werden wir sehr bewusst auf die Bundeskanzlerin setzen http://t.co/IS2fMj5z #cdu /scs,2,4,1,0,2013,1,27
15086,"#Merkel: Heute Strukturmaßnahmen durchführen, damit wir morgen besser leben können! http://t.co/LfaFsJtS #WEF #Davos #CDU /ap",2,1,0,0,2013,1,24
15087,"Die neue Mitgliederkampagne der #CDU ""Deutschland braucht Sie"" wird in UNION vorgestellt. http://t.co/YCSgXhKb /scs",1,3,1,0,2013,1,23
15088,"Angela #merkel: Gemeinsam für Europa
http://t.co/AIOZxjcB #Elysee50 /umg",0,2,0,0,2013,1,22
15089,@larsohlerich Das Update im Blog bitte beachten. Behauptung war falsch. http://t.co/JekxGIZF /umg,2,1,0,0,2013,1,22
15090,@Manuel_Hack Falsch! Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15091,@cbenzing Falsch! Alle Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15092,@lohbeck danke für das klare Statement. Unsere Infos dazu hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15093,@sumaxde Falsch! Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15094,@OMSAG Falsch! Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15095,@seo_webworx Falsch! Mehr Infos hier: http://t.co/JekxGIZF /umg,0,1,0,0,2013,1,22
15096,@vega75 @xanaha Behauptung ist wirklich falsch. Mehr Infos hier: http://t.co/JekxGIZF /umg,1,2,0,0,2013,1,22
15097,@EinfachDurchDa Behauptung ist falsch. Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15098,@Tuni_Soehne Behauptung ist falsch. Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15099,@vdssebastian Behauptung ist falsch. Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15100,@NilleKat Behauptung ist falsch. Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15101,@inpressulum Falsch! Behauptung stimmt nicht. Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15102,@Rainer81 Falsch! http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15103,@AHarnischfeger Behauptung ist falsch http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15104,@kielanwalt Falsch! http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15105,"@Christian_Henne Nein, diese Behauptung ist falsch http://t.co/JekxGIZF /umg",2,2,2,0,2013,1,22
15106,"@tmmd Falsch, hier sind die Fakten: http://t.co/JekxGIZF /umg",2,1,0,0,2013,1,22
15107,@AndreasWeck Falsch! Hier sind die Fakten: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15108,@lukaspfeiffer Die Behauptung ist falsch. Alle Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15109,@GermanMarkets Falsch. Mehr Infos hier http://t.co/JekxGIZF /umg,2,1,0,0,2013,1,22
15110,@SvenKR_SPR Es stimmt nicht. http://t.co/JekxGIZF /umg,3,1,0,0,2013,1,22
15111,"@thalertom @ufomedia Behauptung ist peinlich, weil sie falsch ist http://t.co/JekxGIZF /umg",3,1,0,0,2013,1,22
15112,@LSAwesome @Sophia_Tran Die Behauptung ist falsch. http://t.co/JekxGIZF /umg,3,1,0,0,2013,1,22
15113,@rai_koch Behauptung ist Falsch! Mehr Infos hier: http://t.co/JekxGIZF /umg,1,1,0,0,2013,1,22
15114,"@tknuewer Nein, falsch! Mehr Infos hier: https://t.co/ImP6XrgW /umg",1,1,0,0,2013,1,22
15115,Behauptung zu tunesischen Facebook-Fans von Angela Merkel ist falsch! http://t.co/JekxGIZF #tunesien #handball,0,2,1,0,2013,1,22
15116,Hermann @groehe: Vor 50 Jahren wurde Grundstein für deutsch-französische Freundschaft gelegt http://t.co/FNugXDlV  #Elysee50 /umg,2,3,0,0,2013,1,22
15117,"Angela #merkel: ""Ein Wechselbad der Gefühle"" http://t.co/S4NAiJrJ #ltwnds #cdu /umg",1,3,0,0,2013,1,21
15118,"Hermann @groehe zu den ersten Hochrechnungen: ""Es bleibt spannend. Wollen erfolgreiche Arbeit fortsetzen"" http://t.co/ucnpjhC6 #ltwnds /umg",2,3,0,0,2013,1,20
15119,Jede Stimme zählt bei der #ltwnds. Gehen Sie wählen! Erst- und Zweitstimme für die CDU damit @davidmcallister Ministerpräsident bleibt /umg,1,7,1,0,2013,1,20
15120,Wahllokale in Niedersachsen sind noch mehr als vier Stunden geöffnet. Jetzt wählen gehen. Erst- und Zweitstimme CDU. #ltwnds #zdfwahl /umg,1,4,0,0,2013,1,20
15121,CDU-Generalsekretär Hermann @groehe: Peer Steinbrück sorgt für Comeback der Linkspartei. http://t.co/9glAAPv7 #cdu /umg,2,5,2,0,2013,1,20
15122,"Heute wird in Niedersachsen gewählt. Beide Stimmen für die CDU, damit @davidmcallister Ministerpräsident bleibt #ltwnds #mac2013 /umg",1,14,4,0,2013,1,20
15123,#cdu Wahlwerbespot für #ltwnds: Hier sprechen die Wähler über ihren Ministerpräsidenten: @davidmcallister http://t.co/yiRmggzh /umg,1,1,0,0,2013,1,19
15124,Herzlichen Glückwunsch an Angela Merkel zur Nominierung zur Direktkandidatin zum Deutschen Bundestag #wk15 #cdu /umg http://t.co/PmcVoJjj,4,7,3,0,2013,1,19
15125,.@davidmcallister: Es kommt am Sonntag bei der #ltwnds auf jede Stimme an #McAllister #mac2013 http://t.co/3GaN9qO6 /scs,3,3,1,0,2013,1,18
15126,"Angela #Merkel in der NOZ: ""Ich unterstütze @davidmcallister aus voller Überzeugung!"" http://t.co/gQwGgLb5 #CDUnds #cdu #ltwnds #mac2013 /ug",1,1,0,0,2013,1,18
15127,"Niedersachsens Ministerpräsident @davidmcallister: ""Es kommt auf jede Stimme an!"" http://t.co/tVn7FlUO #ltwnds #mac2013 #cdu #cdutv /umg",0,3,0,0,2013,1,17
15128,"""Wir haben eine hervorragende Bilanz vorzuweisen"", so @DavidMcAllister im Handelsblatt @CDUNds #ltwnds #cdu http://t.co/gxldEVuJ /scs",0,2,0,0,2013,1,16
15129,Endspurt mit Mac &amp; Merkel http://t.co/wDWmH2eM #cdu #ltwnds #mac2013 cc @davidmcallister @CDUNds /umg,2,1,0,0,2013,1,15
15130,"#Schäuble: ""Mit Kavallerie kommt man international nicht voran!"" http://t.co/PEvbUL5O #CDU #Steuern #SPD- /ap",1,2,0,0,2013,1,15
15131,@IlloSZ @KSDettmers oder einfach per Kontaktformular http://t.co/n0a2gQ97 /umg,2,1,0,0,2013,1,15
15132,CDU-Generalsekretär Hermann @groehe: SPD-Steuerpläne sind Populismus http://t.co/UI7qxgAy /umg,1,8,0,0,2013,1,14
15133,".@groehe: ""Wir wollen Zusammenarbeit mit #FDP in #Berlin und #Hannover fortsetzen."" #CDU  http://t.co/ACMEsmBL /ap",1,1,1,0,2013,1,11
15134,"Das #tvduell zur #ltwnds verpasst? Kein Problem, hier sind alle wichtigen Informationen dazu: http://t.co/VYQWMIp6 #mac2013 #cdu+ /umg",0,4,1,0,2013,1,11
15135,Hermann @groehe: David McAllister ist klarer Sieger #tvduell http://t.co/2D7hE2t6 #ltwnds #cdu+ /umg,4,9,2,0,2013,1,10
15136,Alle Fakten zum #tvduell der #ltwnds kann man auf http://t.co/5FYaCZi9 nachlesen. #mac 2013 #cdu+ cc @CDUNds @davidmcallister /umg,1,3,0,0,2013,1,10
15137,".@davidmcallister: Unser Niedersachsen ist ein großartiges Land. Noch nie war Niedersachsen so stark, sicher und stabil. Kurs halten! /umg",2,3,1,0,2013,1,10
15138,.@davidmcallister: Haushaltskonsolidierung hat Priorität #ltwnds #tvduell /umg,0,4,2,0,2013,1,10
15139,.@davidmcallister: Deutschland muss Industrieland bleiben #tvduell #ltwnds /umg,1,3,0,0,2013,1,10
15140,.@davidmcallister: Strompreis muss in Deutschland stabil bleiben. #ltwnds #tvduell /umg,0,1,0,0,2013,1,10
15141,.@davidmcallister: Gute Entwicklung auf dem Arbeitsmarkt in Niedersachsen. Niedrigste Arbeitslosigkeit seit 20 Jahren #ltwnds #tvduell /umg,2,6,0,0,2013,1,10
15142,.@davidmcallister: Windenergie weiter kräftig ausbauen. Offshore wird große Rolle bei Energiewende spielen. #ltwnds #tvduell /umg,4,6,0,0,2013,1,10
15143,.@davidmcallister: Vielfalt ist wichtig. Eltern sollen Schulform selbst entscheiden können. #ltwnds #tvduell /umg,1,3,0,0,2013,1,10
15144,.@davidmcallister: Haben hervorragende Hochschulen in Niedersachsen. Studienbeiträge haben sich bewährt. #ltwnds #tvduell /umg,2,4,1,0,2013,1,10
15145,.@Davidmcallister: Ich werbe um jede Erst- und Zweitstimme für die CDU #ltwnds #tvduell,2,8,0,0,2013,1,10
15146,".@davidmcallister: Bin mir sehr sicher, die CDU gewinnt die Wahl. #ltwnds #tvduell #cdunds",0,6,2,0,2013,1,10
15147,"Servicetweet: Wer das #tvduell der #ltwnds online sehen will, kann sich den Livestream des @ndrnds unter http://t.co/k58a1HvH ansehen /umg",1,7,1,0,2013,1,10
15148,Der Faktencheck der @CDUnds zum TV-Duell in Niedersachsen  http://t.co/LhUCHxXX #cdu #mac2013 #ltwnds /umg,1,5,0,0,2013,1,10
15149,TV-Tipp: Heute im @ndrnds ab 21 Uhr TV-Duell mit Ministerpräsident @davidmcallister. Mehr Infos: http://t.co/k58a1HvH #ltwnds cc @CDUNds,1,2,0,0,2013,1,10
15150,"#McAllisters Ziel für die niedersächsische Landtagswahl am 20. Januar: ""Klar stärkste Kraft zu werden"" http://t.co/Hicd6Lxj  #cdu /scs",1,7,0,0,2013,1,10
15151,"Volker Kauder, Vorsitzender der #cducsubt, fordert in UNION: Wir müssen Deutschlands Zukunft sichern http://t.co/ZXmhaPN2 /scs",3,2,0,0,2013,1,8
15152,"#McAllister: ""Jetzt geht es erst richtig los!"" http://t.co/txufckCG #cdu #CDUNds /ug",4,5,1,0,2013,1,6
15153,"#CDU-Bundesvorstand verabschiedet zum Abschluss der Klausurtagung ""Wilhelmshavener Erklärung. Alle Infos unter ""http://t.co/I67CTL4L /ug",1,7,0,0,2013,1,5
15154,Die PK von Angela #Merkel und David #McAllister aus Wilhelmshaven in voller Länge: http://t.co/YJPyl92n #cdu #CDUNds /ug,1,6,0,0,2013,1,5
15155,Countdown an der Küste: #Merkel kämpft für #McAllister. http://t.co/IaOxfK5T #cdu #CDUNds /ug,1,3,0,0,2013,1,5
15156,#CDU-Bundesvorstand beschließt Wilhelmshavener Erklärung „Gemeinsam für ein starkes Deutschland“. Download unter http://t.co/BDIeLAnn /ug,1,4,0,0,2013,1,5
15157,Fokus auf Wirtschaft und Arbeit: Sozialpartner im Dialog. http://t.co/ZM8FwpFE #cdu /ug,0,1,0,0,2013,1,5
15158,Das vollständige Interview mit Angela #Merkel aus Wilhelmshaven - exklusiv bei CDU.TV! http://t.co/u7rLgiqA #cdu /ug,0,3,0,0,2013,1,5
15159,"CDU.TV-Interview mit David #McAllister: ""MAC dreht den Turbo jetzt auf!"" http://t.co/hVWybvqR #cdu #CDUNds /ug",0,3,1,0,2013,1,5
15160,Angela #Merkel exklusiv: Meine Vorsätze für 2013. http://t.co/ImdhB3xe Das vollständige Interview morgen ab 10 Uhr bei CDU.TV,0,6,1,0,2013,1,4
15161,Statement von Angela #Merkel vor Beginn der Klausurtagung des #CDU-Bundesvorstandes in Wilhelmshaven. http://t.co/QXoUVAYk /ug,0,4,0,0,2013,1,4
15162,"Angela #Merkel: ""Wir kämpfen gemeinsam mit der #CDUNds!"" http://t.co/gFsSgLvE #cdu #wilhelmshaven /ug",1,6,1,0,2013,1,4
15163,Bundesarbeitsministerin Ursula von der Leyen: 2012 starkes Jahr am Arbeitsmarkt http://t.co/BWhV0ilv #cdu /umg,1,1,0,0,2013,1,3
15164,"Hermann @groehe im Interview mit der Welt: ""SPD und Grüne auf Linkskurs"" http://t.co/ffBPdzLS #cdu /umg",2,3,0,0,2013,1,2
15165,"Angela Merkel: ""Ihnen und Ihren Familien ein gesundes, erfülltes und frohes neues Jahr 2013 und Gottes Segen"" http://t.co/DLZ93kx1 /umg",5,13,3,0,2012,12,31
15166,TV-Tipp: Neujahrsansprache von Bundeskanzlerin Angela Merkel. Um 19.15 Uhr im @zdf und um 20.10 Uhr in @daserste. #silvester /umg,2,9,1,0,2012,12,31
15167,Angela #Merkel wünscht allen Facebook-Fans frohe Weihnachten! http://t.co/dVx6vSmJ #cdu /ug,3,6,2,0,2012,12,21
15168,"Das aktuelle UNION Magazin ist da! Schwerpunkt: ""Wahljahr 2013 kann kommen"", #cdu #btw13 #cdupt12 http://t.co/DqSzaJfS /scs",2,1,0,0,2012,12,20
15169,CDU-Generalsekretär @groehe auf Energie-Dialog in #Niedersachsen http://t.co/VdeQ10bk /#cdu /ug,1,1,0,0,2012,12,19
15170,Türkische Regierung muss noch mehr tun für #Menschenrechte! #CDU http://t.co/LVr5rdjg /ap,6,3,0,0,2012,12,18
15171,"Aktuelle CDU-Steuerpolitik entlaste Menschen und stärke Konjunktur, sagt Merkel der Braunschweiger Zeitung. http://t.co/693fBgGV /scs",2,3,0,0,2012,12,18
15172,"Rückblick von @groehe: ""Wichtige Schritte sind erreicht!"" http://t.co/grOEOj1Q #Euro #Europa #CDU /ap",2,1,0,0,2012,12,17
15173,"#Merkel: ""Europa stärker aus der Krise herausführen, als es hineingegangen ist"" http://t.co/2dbu1Rw6 #CDU #Europa /ap",2,6,1,0,2012,12,13
15174,"#Merkel: Gut, ""dass es Menschen gibt, die gerne für die Sicherheit anderer Menschen einstehen"". http://t.co/MXJCNTcw #CDU /ap",3,4,0,0,2012,12,12
15175,Demokratie stärken und die #CDU Deutschlands unterstützen – jetzt ganz einfach per SMS! http://t.co/dJ0xMK15,3,2,0,0,2012,12,12
15176,"#CDU-Generalsekretär @groehe: #Menschenrechte gelten über politische, religiöse und kulturelle Grenzen hinweg. http://t.co/uTdG3wYS /ap",2,3,0,0,2012,12,10
15177,"""Mitmachen und mitbestimmen - das fühlt sich gut an!"" CDU.TV-Video unter http://t.co/6UK0F2B9 #cdupt12 #cdu /ug",2,3,0,0,2012,12,7
15178,"Angela #Merkel auf dem #cdupt12 - in 97,9 Sekunden: http://t.co/H3DaRph8 /ug",2,2,0,0,2012,12,6
15179,@groehe zieht eine Bilanz des #cdupt12: http://t.co/Ey1ITzd9 /ug,2,1,0,0,2012,12,5
15180,"""Deutsches Jobwunder sichern und noch mehr Menschen in gute Arbeit bringen"" CDU-Leitantrag beschlossen http://t.co/ohewy5Qn #cdupt12 /ap",2,3,1,0,2012,12,5
15181,Die Höhepunkte des #cdu Parteitags #cdupt12 http://t.co/2OMegbfO /umg,2,3,0,0,2012,12,5
15182,CDU.TV-Expresso: @teamdeutschland auf dem #cdupt12. http://t.co/IrjajKt1 /ug,1,2,0,0,2012,12,5
15183,"""Warm anziehen, Herr #Steinbrück!"" #spd #cdupt12 http://t.co/G43AHKRf /ug",0,2,0,0,2012,12,5
15184,Fit für 2013 - CDU.TV.-Gespräch mit CDU-Bundesgeschäftsführer Klaus Schüler auf dem #cdupt12 http://t.co/J3CIgLye /ug,1,1,0,0,2012,12,5
15185,CDU-Generalsekretär @groehe besuchte den teAM 2013-Stand auf dem #cdupt12 /scs http://t.co/8HOL98WI,2,1,1,0,2012,12,5
15186,"@groehe führt in den Leitantrag ""Starkes Deutschland. Chancen für Alle!"" ein, #cdupt12 /scs http://t.co/zKqWvoud",1,1,0,0,2012,12,5
15187,"#Seehofer: ""Wenn wir zusammen stehen und hart arbeiten, können wir das Jahr 2013 für die Union zu einem goldenen Jahr machen!"" #cdupt12 /ap",1,4,0,0,2012,12,5
15188,"#Seehofer: ""Es ist unser Verdienst, dass wir den Kalten Krieg überwunden haben!"" #cdupt12 /ap http://t.co/0A7WX4de",3,1,2,0,2012,12,5
15189,"#Seehofer: ""Konservative waren immer Freunde des Bestehenden, haben aber immer auch für die Zukunft gekämpft."" #cdupt12 /ap",0,1,0,0,2012,12,5
15190,"#Seehofer: ""Keine Volkspartei in Deutschland vertritt Soziale Marktwirtschaft so engagiert wie wir!"" #cdupt12 /ap",1,2,1,0,2012,12,5
15191,"#Seehofer: ""'Kanzlerwahlverein' ist mir lieber als ein 'Kandidatenwahlverein'."" 
#cdupt12 /ap",1,3,0,0,2012,12,5
15192,"#Seehofer: ""Kein Land in Europa hat so festen Boden unter den Füßen wie wir in Deutschland."" #cdupt12 /ap",0,3,0,0,2012,12,5
15193,"#Kauder: ""Wir überlassen Deutschland nicht den Rot-Grünen Spielchen!"" #cdupt12 /ap",0,5,1,0,2012,12,5
15194,"#Kauder: ""Diese Koalition hat unser Land auf einen guten Kurs geführt."" #cdupt12 /ap",2,3,0,0,2012,12,5
15195,"#Kauder: ""Wir brauchen Invesitionen, zB in Straßenbau, in schnelles Internet."" #cdupt12 /ap",0,2,1,0,2012,12,5
15196,"#Kauder: ""Wir müssen die Krise eindämmen und dafür sorgen, dass Europa wettbewerbsfähiger wird."" #cdupt12",1,2,0,0,2012,12,5
15197,Gerade kommt Horst Seehofer beim #cdupt12 an.,0,2,0,0,2012,12,5
15198,"#Kauder: ""Schuldenabbau ist eine Frage der Gerechtigkeit gegenüber der jungen Generation!"" #cdupt12 /ap",0,1,0,0,2012,12,5
15199,"#Kauder: ""SPD verweigert den Menschen mehr Netto vom Brutto! Das ist keine Arbeitnehmerpartei mehr!"" cc @cducsubt 
#cdupt12",3,4,3,0,2012,12,5
15200,"Kauder: ""Fleißige Arbeitnehmer, erfolgreiche Unternehmer únd richtige Politik"" cc @cducsubt #cdupt12 /ap",0,1,0,0,2012,12,5
15201,"Jetzt spricht Volker Kauder, Vorsitzender von @cducsubt, vor den Delegierten des #cdupt12. /ap",0,1,0,0,2012,12,5
15202,CDU.TV: Guten Morgen aus Hannover am 5. Dezember http://t.co/BJTuFuNd #cdupt12 /umg,0,2,0,0,2012,12,5
15203,Angela Merkel am Stand des @teamdeutschland #cdupt12 /umg http://t.co/1HcxVwpD,1,2,1,0,2012,12,5
15204,Druckfrisch vom #cdupt12: Die aktuelle UNION Zeitung zum CDU-Parteitag. http://t.co/OVA7CatJ /ug,2,2,0,0,2012,12,5
15205,Die vollständige Rede von Angela #Merkel auf dem #cdupt12 http://t.co/tmZcr8Dw /ug,0,3,1,0,2012,12,4
15206,Die Stimmen im Netz zur Wiederwahl von Angela #Merkel: http://t.co/1uoGiAEQ #cdupt12 /ug,1,3,0,0,2012,12,4
15207,Rede von CDU-Generalsekretär @groehe auf dem #cdupt12 in voller Länge: http://t.co/iwhfcEyJ /ug,1,2,0,0,2012,12,4
15208,Die letzten der begehrten @teamdeutschland shirts #cdupt12 /umg http://t.co/VCQwJ5fm,1,3,0,0,2012,12,4
15209,Der neue CDU-Bundesvorstand: http://t.co/0Uxq6QsT #cdupt12 /ug,0,10,2,0,2012,12,4
15210,"Vitali Klitschko auf dem #cdupt12: ""Ich hoffe, Angela #Merkel bleibt Bundeskanzlerin!"" http://t.co/tcw4ubgb /ug",1,12,0,0,2012,12,4
15211,"Expresso VI: ""Eine Auszeichnung für ihre Arbeit"". CDU.TV im Gespräch mit Lorenz #Caffier http://t.co/8zxEDeUm #cdupt12 /ug",0,2,1,0,2012,12,4
15212,EXKLUSIV bei CDU.TV: Das erste Interview mit Angela #Merkel nach ihrer Wiederwahl. http://t.co/pLDju0dH #cdupt12 /ug,0,6,0,0,2012,12,4
15213,"Die Stellvertretenden Parteivorsitzenden sind gewählt: Thomas Strobl von @cdu_bw (644 Stimmen / 68,0%) #cdupt12 (5/5) /ap",1,3,0,0,2012,12,4
15214,"Die Stellvertretenden Parteivorsitzenden sind gewählt: Ursula von der Leyen von @cdunds (653 Stimmen / 69,0%) #cdupt12 (4/5) /ap",1,2,0,0,2012,12,4
15215,"Die Stellvertretenden Parteivorsitzenden sind gewählt: @ArminLaschet von @cdunrw_de (637 Stimmen / 67,3%) #cdupt12 (3/5) /ap",1,2,0,0,2012,12,4
15216,"Die Stellvertretenden Parteivorsitzenden sind gewählt: @JuliaKloeckner von @cdurlp (879 Stimmen / 92,9%) #cdupt12 (2/5) /ap",1,3,1,0,2012,12,4
15217,"Die Stellvertretenden Parteivorsitzenden sind gewählt: Volker Bouffier von @cdu_hessen (789 Stimmen / 83,4%) #cdupt12 (1/5) /ap",1,3,0,0,2012,12,4
